,Chapter Name,Username,Date,Text,Negative,Neutral,Positive,Compound
57,CROWN OF GLASS,Ana_Robins,Sep-22 2020,U have absolutely no idea how much I wanna do all that and more! I don't just want to be annoyed I want to be so agitated that I almost throw my phone against my bedroom wall and muffle my maddening screams with my pillow! I want to FEEL everything that the characters r going through plus my own emotions! I want a roller coaster ride that will leave me breathless and dizzy at the end yet yearning for more like I've gotten off of a REALLY good high! So many books have tricked me with those sugary promises and whispers of sweet nothings but they end up breaking my heart when I don't get the high I've been craving for!!  loudly crying face  loudly crying face  loudly crying face  so plz I'm begging u to not disappoint me!  pleading face  folded hands medium-light skin tone                    ,0.203,0.707,0.09,-0.9317
58,CROWN OF GLASS,Ana_Robins,Sep-22 2020,U have my heart and soul hon!  smiling face with 3 hearts  smiling face with 3 hearts  smiling face with 3 hearts                    ,0.0,0.617,0.383,0.8516
59,CROWN OF GLASS,Ana_Robins,Sep-22 2020,Awwwww! Thank u for making such a masterpiece!  pleading face  smiling face with heart-eyes                    ,0.0,0.469,0.531,0.8802
60,CROWN OF GLASS,Ana_Robins,Sep-22 2020,Oooooooh! I'm getting MAD chills!!!                   ,0.56,0.44,0.0,-0.727
61,CROWN OF GLASS,Ana_Robins,Sep-22 2020,Always love a good aesthetic!                   ,0.0,0.213,0.787,0.8122
62,CROWN OF GLASS,Ana_Robins,Sep-22 2020,Ftr!  I'm SUPER excited and from just a brief glance I can already tell I'm gonna fall head over heels in love with this book!!!  water wave                    ,0.0,0.64,0.36,0.9246
63,CROWN OF GLASS,astranthus,Sep-15 2020,UM YES I LOVE ALL SO IM GOING TO BINGE THIS BOOK                   ,0.0,0.566,0.434,0.7845
64,CROWN OF GLASS,alexandraadella,Sep-15 2020,Zeus? Is that you?                   ,0.0,1.0,0.0,0.0
65,CROWN OF GLASS,alexandraadella,Sep-15 2020,My fav already                   ,0.0,0.4,0.6,0.4588
66,CROWN OF GLASS,alexandraadella,Sep-15 2020,WE STAN                   ,0.0,1.0,0.0,0.0
67,CROWN OF GLASS,alexandraadella,Sep-15 2020,Same sis                   ,0.0,1.0,0.0,0.0
68,CROWN OF GLASS,alexandraadella,Sep-15 2020,Rip my forever queen  the most beautiful rose of seven kingdoms broken heart                   ,0.169,0.601,0.229,0.2716
69,CROWN OF GLASS,alexandraadella,Sep-15 2020,Even tho after what cersei did to her she never really lost. She played all her cards right. But cersei flip the table.                   ,0.0,0.813,0.187,0.5917
70,CROWN OF GLASS,naochow_,Sep-13 2020,you  an intense slow burn ship me about to read this whole thing again  not if i read it fast enough                   ,0.0,0.936,0.064,0.0772
71,CROWN OF GLASS,not_ur_avrage_girl,Sep-02 2020,I LOVE YOU ALREADY!!! WANNA BE FRIENDS LOL!                   ,0.0,0.262,0.738,0.9056
72,CROWN OF GLASS,fortun8rose,Sep-01 2020,I love you girl                   ,0.0,0.323,0.677,0.6369
73,CROWN OF GLASS,fortun8rose,Sep-01 2020,This means a lot to me  pleading face  pleading face                    ,0.0,1.0,0.0,0.0
74,CROWN OF GLASS,lruinedyou,Sep-01 2020,i'm here to read this again  white heart                    ,0.0,1.0,0.0,0.0
75,CROWN OF GLASS,misanthropic-rose,Aug-30 2020,I NEED THIS BOOK PUBLISHED ALREADY AND IN MY HANDS  loudly crying face  red heart                    ,0.193,0.807,0.0,-0.4767
76,CROWN OF GLASS,misanthropic-rose,Aug-30 2020,I avoid pinterest because any time I go onto to it  I spend 6 hours on God knows what  face with tears of joy                   ,0.158,0.615,0.227,0.4215
77,CROWN OF GLASS,misanthropic-rose,Aug-30 2020,I'll make snacks                   ,0.0,1.0,0.0,0.0
78,CROWN OF GLASS,misanthropic-rose,Aug-30 2020,Oooooh  this is already gonna be one of my favourite books eyes  sparkles                   ,0.0,0.839,0.161,0.3182
79,CROWN OF GLASS,winterstormss,Aug-29 2020,ughhh i already have no choice but to stan                   ,0.186,0.814,0.0,-0.1531
80,CROWN OF GLASS,#NAME?,Aug-25 2020,Sign me up woman raising hand light skin tone                    ,0.0,0.714,0.286,0.4939
81,CROWN OF GLASS,#NAME?,Aug-25 2020,Omg sameee rolling on the floor laughing                    ,0.0,0.652,0.348,0.4939
82,CROWN OF GLASS,RuForRealBro,Aug-21 2020,Awww an avocado  ))                   ,0.0,1.0,0.0,0.0
83,CROWN OF GLASS,wideyed,Aug-20 2020, sparkling heart                    ,0.0,0.312,0.688,0.296
84,CROWN OF GLASS,bumblebea-,Aug-07 2020,damn                   ,1.0,0.0,0.0,-0.4019
85,CROWN OF GLASS,bumblebea-,Aug-07 2020,we stan                   ,0.0,1.0,0.0,0.0
86,CROWN OF GLASS,bumblebea-,Aug-07 2020,love this already                   ,0.0,0.323,0.677,0.6369
87,CROWN OF GLASS,Lvpricillia,Aug-06 2020,I like you already                   ,0.0,0.444,0.556,0.3612
88,CROWN OF GLASS,Lvpricillia,Aug-06 2020,I already love this story                   ,0.0,0.417,0.583,0.6369
89,CROWN OF GLASS,livintoday,Jul-29 2020,Yesss                   ,0.0,1.0,0.0,0.0
90,CROWN OF GLASS,shethefoxy,Jul-27 2020,My brothers fart                   ,0.0,1.0,0.0,0.0
91,CROWN OF GLASS,RavennaAdair,Jul-20 2020, pleading face   I'm soexcited to read this!!! ftr 7/19/2020                   ,0.0,1.0,0.0,0.0
92,CROWN OF GLASS,Shambhavi725,Jul-16 2020,Oof                   ,0.0,1.0,0.0,0.0
93,CROWN OF GLASS,Shambhavi725,Jul-16 2020,Oohh                   ,0.0,1.0,0.0,0.0
94,CROWN OF GLASS,RegallyInsane,Jul-12 2020,Ooh  this is so good already  I'm excited                 ,0.0,0.494,0.506,0.7304
95,CROWN OF GLASS,daisy_nightmares,Jul-10 2020,h o w                   ,0.0,0.0,0.0,0.0
96,CROWN OF GLASS,daisy_nightmares,Jul-10 2020,ive watched all them but i rlly want to read the book  sleepy face                    ,0.0,0.892,0.108,0.1154
97,CROWN OF GLASS,daisy_nightmares,Jul-10 2020,GOT JSJZNNZ                   ,0.0,1.0,0.0,0.0
98,CROWN OF GLASS,mahdstriestowrite,Jul-10 2020,Wow                   ,0.0,0.0,1.0,0.5859
99,CROWN OF GLASS,mahdstriestowrite,Jul-09 2020,@starlightwriting youuuuu                   ,0.0,1.0,0.0,0.0
100,CROWN OF GLASS,mahdstriestowrite,Jul-09 2020,That is so sweet                   ,0.0,0.437,0.563,0.5949
101,CROWN OF GLASS,manisha_mahi,Jul-09 2020,I have not seen any of them except Narnia and I saw it veryyyy long back (maybe 8-10 yrs)                   ,0.0,1.0,0.0,0.0
102,CROWN OF GLASS,manisha_mahi,Jul-09 2020,Yesssss                   ,0.0,1.0,0.0,0.0
103,CROWN OF GLASS,manisha_mahi,Jul-09 2020,I love you too  face blowing a kiss                    ,0.0,0.364,0.636,0.7906
104,CROWN OF GLASS,#NAME?,Jul-02 2020,we love the torture uwu                   ,0.351,0.27,0.378,0.0772
105,CROWN OF GLASS,holywotor,Jun-30 2020,I'm too damn stupid for this                   ,0.604,0.396,0.0,-0.7269
106,CROWN OF GLASS,blackburnings,Jun-30 2020,Oop-                   ,0.0,1.0,0.0,0.0
107,CROWN OF GLASS,Ruth_Brien,Jun-30 2020,We love to see it  nail polish light skin tone                    ,0.0,0.682,0.318,0.6369
108,CROWN OF GLASS,TheSamyP,Jun-29 2020,The tyrells are pretty                   ,0.0,0.484,0.516,0.4939
109,CROWN OF GLASS,streetemochild,Jun-26 2020,can't wait                   ,0.0,1.0,0.0,0.0
110,CROWN OF GLASS,heartsighs-,Jun-22 2020,aww  heart suit                    ,0.0,1.0,0.0,0.0
111,CROWN OF GLASS,heartsighs-,Jun-22 2020,I love all the quotes  so excited  heavy heart exclamation                   ,0.0,0.489,0.511,0.8083
112,CROWN OF GLASS,#NAME?,Jun-20 2020,I'm crying this is powerful. I've ben wanting to read this story for a long time  and I have finally made myself do it. No regrets.                  ,0.255,0.654,0.092,-0.6124
113,CROWN OF GLASS,WP2034srp,Jun-20 2020,Damn queen                   ,0.73,0.27,0.0,-0.4019
114,CROWN OF GLASS,WP2034srp,Jun-20 2020,Ooo yay                   ,0.0,0.227,0.773,0.5267
115,CROWN OF GLASS,avatargranger,Jun-20 2020, red heart  red heart                    ,0.0,1.0,0.0,0.0
116,CROWN OF GLASS,__ttash__,Jun-17 2020,This makes me think of Haymitch from THG                   ,0.0,1.0,0.0,0.0
117,CROWN OF GLASS,Satans_Bae_666,Jun-15 2020,All of these are a win in my book                   ,0.0,0.648,0.352,0.5859
118,CROWN OF GLASS,kixmeoppa,Jun-14 2020,After hours of searching a good book to read  I've found this and I am grateful for it. This is what I came for - what I am craving. I am ready to be fed by your amazing work. You gave me butterflies.   AWESOME.                   ,0.0,0.66,0.34,0.9519
119,CROWN OF GLASS,kixmeoppa,Jun-14 2020,CAN I HAVE YOUR BRAIN?                   ,0.0,1.0,0.0,0.0
120,CROWN OF GLASS,loreenswriting,May-31 2020,like they haven't already ruined it  grinning face with sweat  flushed face                    ,0.0,0.544,0.456,0.7618
121,CROWN OF GLASS,loreenswriting,May-31 2020,i love it                   ,0.0,0.192,0.808,0.6369
122,CROWN OF GLASS,loreenswriting,May-31 2020,i'm willing                   ,0.0,1.0,0.0,0.0
123,CROWN OF GLASS,loreenswriting,May-31 2020,ok i love this already                   ,0.0,0.238,0.762,0.7506
124,CROWN OF GLASS,loreenswriting,May-31 2020,this story has been in my archive for months and because of quarantine  i have a lot of time in my hands. can't wait to start reading!                  ,0.0,1.0,0.0,0.0
125,CROWN OF GLASS,loreenswriting,May-31 2020,MARGAERY TYRELL YOU ARE A GOD                   ,0.0,0.656,0.344,0.2732
126,CROWN OF GLASS,loreenswriting,May-31 2020,damn straight                   ,0.587,0.0,0.413,-0.2023
127,CROWN OF GLASS,ruboftommy,May-30 2020,I'm in love with you too!!  growing heart                    ,0.0,0.481,0.519,0.7568
128,CROWN OF GLASS,bitchlovesreading,May-28 2020,woah let's get it                   ,0.0,1.0,0.0,0.0
129,CROWN OF GLASS,bitchlovesreading,May-28 2020,rip queen loudly crying face  red heart                    ,0.341,0.659,0.0,-0.4767
130,CROWN OF GLASS,Qveen_TT_The_Best,May-28 2020, smiling face with 3 hearts  heart with arrow  heart with arrow                    ,0.0,0.75,0.25,0.4588
131,CROWN OF GLASS,vitaminyujin_,May-24 2020,LITERAL BUTTERFLIES                   ,0.0,1.0,0.0,0.0
132,CROWN OF GLASS,vitaminyujin_,May-24 2020,the talent.                   ,0.0,0.263,0.737,0.4215
133,CROWN OF GLASS,vitaminyujin_,May-24 2020,DAMN SIS                   ,0.73,0.27,0.0,-0.4019
134,CROWN OF GLASS,vitaminyujin_,May-24 2020,awww  sparkling heart                    ,0.0,0.476,0.524,0.296
135,CROWN OF GLASS,solchew,May-24 2020,I'm already thrilled upon reading this                   ,0.0,0.633,0.367,0.4404
136,CROWN OF GLASS,rewritten_stars,May-23 2020,Everything about this SCREAMS power                   ,0.461,0.539,0.0,-0.5293
137,CROWN OF GLASS,The_Grouchy_cat,May-12 2020,Mmmmmmmmmm drooling face                    ,0.0,1.0,0.0,0.0
138,CROWN OF GLASS,Kaushikiroy01,May-06 2020,My favorite!                   ,0.0,0.233,0.767,0.5093
139,CROWN OF GLASS,Kaushikiroy01,May-06 2020,MARGARY                   ,0.0,1.0,0.0,0.0
140,CROWN OF GLASS,TEUMAKE,Apr-26 2020, eyes NOW                   ,0.0,1.0,0.0,0.0
141,CROWN OF GLASS,TEUMAKE,Apr-26 2020,NARNIA                   ,0.0,1.0,0.0,0.0
142,CROWN OF GLASS,TEUMAKE,Apr-26 2020,I AM ALREADY INLOVE WITH THIS AMAZING BOOK D                    ,0.0,0.612,0.388,0.5859
143,CROWN OF GLASS,TEUMAKE,Apr-26 2020,EVEN THIS SMALL NOTE IS WELL WRITTEN                   ,0.0,0.741,0.259,0.2732
144,CROWN OF GLASS,TEUMAKE,Apr-26 2020,I AM ALREADY INLOVE                   ,0.0,1.0,0.0,0.0
145,CROWN OF GLASS,TEUMAKE,Apr-26 2020,PERIODTED                   ,0.0,1.0,0.0,0.0
146,CROWN OF GLASS,TEUMAKE,Apr-26 2020,I never thought of it that way omg                   ,0.0,1.0,0.0,0.0
147,CROWN OF GLASS,PEPSIISBAE,Apr-25 2020,Ooooooh                   ,0.0,1.0,0.0,0.0
148,CROWN OF GLASS,Sarcastic-Club,Apr-23 2020,Holy sh!t if u wanted to pull a reader into the story u have most certainly succeeded that is the best entry into a book I have ever read ur writing is absolutely breathtaking                   ,0.0,0.648,0.352,0.9268
149,CROWN OF GLASS,Sarcastic-Club,Apr-23 2020,Damnnn                   ,0.0,1.0,0.0,0.0
150,CROWN OF GLASS,Sarcastic-Club,Apr-23 2020,I love all 3 of them so this book will obviously be amazing                   ,0.0,0.529,0.471,0.8402
151,CROWN OF GLASS,Sarcastic-Club,Apr-23 2020,Yay                   ,0.0,0.0,1.0,0.5267
152,CROWN OF GLASS,Sarcastic-Club,Apr-23 2020,Let's gooo                   ,0.0,1.0,0.0,0.0
153,CROWN OF GLASS,Sarcastic-Club,Apr-23 2020,Stan                   ,0.0,1.0,0.0,0.0
154,CROWN OF GLASS,Sarcastic-Club,Apr-23 2020,Love that                   ,0.0,0.192,0.808,0.6369
155,CROWN OF GLASS,Sarcastic-Club,Apr-23 2020,Awe thank uuu                   ,0.0,0.444,0.556,0.3612
156,CROWN OF GLASS,lxlxtu,Apr-22 2020, #rr im excited to read this again ngl                   ,0.0,0.745,0.255,0.34
157,CROWN OF GLASS,letswreck,Apr-21 2020,say no more  relieved face                    ,0.272,0.371,0.357,0.1761
158,CROWN OF GLASS,letswreck,Apr-21 2020,PROMISE?                   ,0.0,0.0,1.0,0.3182
159,CROWN OF GLASS,AnAvocadoThanks21,Apr-18 2020,Noooooo But yesssss                   ,0.0,1.0,0.0,0.0
160,CROWN OF GLASS,AnAvocadoThanks21,Apr-18 2020,No kidding                   ,0.611,0.0,0.389,-0.2023
161,CROWN OF GLASS,shibangibanerjee,Apr-18 2020,Currently I am watching GOT                   ,0.0,1.0,0.0,0.0
162,CROWN OF GLASS,ReneeWar,Apr-14 2020,Rereading  loudly crying face                    ,0.508,0.492,0.0,-0.4767
163,CROWN OF GLASS,ariaa156,Apr-11 2020,Yes pls                   ,0.0,0.0,1.0,0.4588
164,CROWN OF GLASS,ariaa156,Apr-11 2020,Cooll                   ,0.0,1.0,0.0,0.0
165,CROWN OF GLASS,ariaa156,Apr-11 2020,Welp all book says this. Hope this book doesn't disappoint me                   ,0.0,0.615,0.385,0.6841
166,CROWN OF GLASS,ariaa156,Apr-11 2020, beaming face with smiling eyes  glad u did                   ,0.0,0.455,0.545,0.7184
167,CROWN OF GLASS,CrazyBookWeirdo,Mar-18 2020,PERFECT                   ,0.0,0.0,1.0,0.5719
168,CROWN OF GLASS,CrazyBookWeirdo,Mar-18 2020,LETS DO THIS!!!                   ,0.0,1.0,0.0,0.0
169,CROWN OF GLASS,CrazyBookWeirdo,Mar-18 2020,Awwww!  purple heart  purple heart  purple heart                    ,0.0,1.0,0.0,0.0
170,CROWN OF GLASS,ruin-me-please,Mar-01 2020,I ALREADY FELL IN LOVEEEE                   ,0.0,1.0,0.0,0.0
171,CROWN OF GLASS,klairdalune,Feb-22 2020,Yeah  I'm in love                  ,0.0,0.238,0.762,0.7506
172,CROWN OF GLASS,klairdalune,Feb-22 2020,oh my                   ,0.0,1.0,0.0,0.0
173,CROWN OF GLASS,klairdalune,Feb-22 2020,art                   ,0.0,1.0,0.0,0.0
174,CROWN OF GLASS,klairdalune,Feb-22 2020,absolutely.                   ,0.0,1.0,0.0,0.0
175,CROWN OF GLASS,klairdalune,Feb-22 2020,hell  this is getting better!                  ,0.453,0.278,0.269,-0.4574
176,CROWN OF GLASS,klairdalune,Feb-22 2020, smiling face with smiling eyes                    ,0.0,0.333,0.667,0.7184
177,CROWN OF GLASS,klairdalune,Feb-22 2020,oh                   ,0.0,1.0,0.0,0.0
178,CROWN OF GLASS,klairdalune,Feb-22 2020,Bathory  is it you?                  ,0.0,1.0,0.0,0.0
179,CROWN OF GLASS,klairdalune,Feb-22 2020, sparkling heart  fire                    ,0.429,0.179,0.393,-0.0516
180,CROWN OF GLASS,klairdalune,Feb-22 2020,aww                   ,0.0,1.0,0.0,0.0
181,CROWN OF GLASS,klairdalune,Feb-22 2020, face with tears of joy  sparkling heart                    ,0.16,0.336,0.504,0.6249
182,CROWN OF GLASS,klairdalune,Feb-22 2020,I really felt that                   ,0.0,1.0,0.0,0.0
183,CROWN OF GLASS,klairdalune,Feb-22 2020,♡                   ,0.0,0.0,0.0,0.0
184,CROWN OF GLASS,klairdalune,Feb-22 2020,I'm really glad you did. This is the most honest thing I've ever read ♔                   ,0.0,0.635,0.365,0.7837
185,CROWN OF GLASS,klairdalune,Feb-22 2020,Well  I'm in love with your writing and it don't even started  sparkles  You're so creative ♡                   ,0.084,0.512,0.405,0.8191
186,CROWN OF GLASS,klairdalune,Feb-22 2020,idk                   ,1.0,0.0,0.0,-0.1027
187,CROWN OF GLASS,klairdalune,Feb-22 2020,i still wonder if it actually is                   ,0.0,1.0,0.0,0.0
188,CROWN OF GLASS,klairdalune,Feb-22 2020,this.                   ,0.0,1.0,0.0,0.0
189,CROWN OF GLASS,klairdalune,Feb-22 2020,oh god  this is gonna be exciting                  ,0.0,0.485,0.515,0.6486
190,CROWN OF GLASS,cosmicjae_,Feb-20 2020,I love black current flavoured things.                   ,0.0,0.488,0.512,0.6369
191,CROWN OF GLASS,lydiasixtensson,Feb-10 2020,aaand we love this even more                   ,0.0,0.543,0.457,0.6369
192,CROWN OF GLASS,lydiasixtensson,Feb-10 2020,we love that                   ,0.0,0.323,0.677,0.6369
193,CROWN OF GLASS,lilahhhhhhhhhhhhhh,Feb-05 2020,I just started but can I like marry you for your sweet words  weary face                    ,0.133,0.503,0.364,0.6808
194,CROWN OF GLASS,lilahhhhhhhhhhhhhh,Feb-05 2020, red heart  red heart  red heart                    ,0.0,1.0,0.0,0.0
195,CROWN OF GLASS,Luciaq08,Jan-25 2020, black heart                    ,0.0,1.0,0.0,0.0
196,CROWN OF GLASS,moonlitmess,Jan-18 2020,rereading this masterpiece  red heart  red heart                    ,0.0,0.594,0.406,0.6249
197,CROWN OF GLASS,moonlitmess,Jan-18 2020,i dont understand how someone can be this talented                   ,0.0,0.644,0.356,0.596
198,CROWN OF GLASS,nessababe00,Jan-15 2020, #rr smiling face with heart-eyes                    ,0.0,0.571,0.429,0.4588
199,CROWN OF GLASS,Mandytofly1,Jan-01 2020,Wow  star-struck                    ,0.0,0.208,0.792,0.5859
200,CROWN OF GLASS,Mandytofly1,Jan-01 2020,So many  face screaming in fear                    ,0.603,0.397,0.0,-0.7239
201,CROWN OF GLASS,Mandytofly1,Jan-01 2020, partying face                    ,0.0,0.278,0.722,0.3818
202,CROWN OF GLASS,Mandytofly1,Jan-01 2020,Like Sansa!!!!!                   ,0.0,0.214,0.786,0.5673
203,CROWN OF GLASS,Mandytofly1,Jan-01 2020,Yess pls                   ,0.0,0.435,0.565,0.0772
204,CROWN OF GLASS,Mandytofly1,Jan-01 2020,Oooo GOT is life  heart suit  but FOR NARNIA   rolling on the floor laughing and Mortal instruments are kool  smiling face with smiling eyes                    ,0.0,0.631,0.369,0.9231
