Chapter Name,Author,Date,Text,Replies
AESTHETICS,1105daphne,"Nov 27, 2019",The wall is throwing me off a bit,Reply
AESTHETICS,1105daphne,"Nov 27, 2019",Regal,Reply
AESTHETICS,1105daphne,"Nov 27, 2019",Oof,Reply
AESTHETICS,ninaalvarez37,"Nov 03, 2019",First chapter and I’m already in love with the story. Super intrigued,Reply
AESTHETICS,aizrin_,"Oct 31, 2019",The aesthetic 😍😍😍,Reply
AESTHETICS,aizrin_,"Oct 31, 2019",They're so unique and beautiful 😍,Reply
AESTHETICS,emo_sushi,"Oct 28, 2019",My house as well❤️,Reply
AESTHETICS,emo_sushi,"Oct 28, 2019",My house ❤️,Reply
AESTHETICS,maheentwopointoh,"Oct 05, 2019",I am in,Reply
AESTHETICS,maheentwopointoh,"Oct 05, 2019",found my place,Reply
AESTHETICS,rlybad,"Oct 01, 2019","can't possibly decide which house is my favorite, all the aesthetics and sayings are amazing!",Reply
AESTHETICS,rlybad,"Oct 01, 2019","well they don't seem to have a lot to lose since it says ""fallen house""",Reply
AESTHETICS,vantabats,"Sep 18, 2019",i love this already :0,Reply
AESTHETICS,shifaxuddin,"Aug 31, 2019",reminds me of house tyrell,Reply
AESTHETICS,-lostgirlinspace-,"Aug 25, 2019",Dis my aesthetic （≧∇≦）,2 Replies
AESTHETICS,GreyEyedGirl02,"Aug 13, 2019",oof i found my calling,1 Reply
AESTHETICS,GreyEyedGirl02,"Aug 13, 2019",as much as i love these songs imma stick to the mcu playlist,Reply
AESTHETICS,ReneeWar,"Aug 11, 2019",I’m not gonna remember any of this just yet but we’ll see 💀,Reply
AESTHETICS,unhingedbeauty,"Aug 11, 2019","Omg I love ALL of them <3 The quotes, the mood boards - all of it! (:",Reply
AESTHETICS,unhingedbeauty,"Aug 11, 2019",Ayeeee,Reply
AESTHETICS,unhingedbeauty,"Aug 11, 2019",(:,Reply
AESTHETICS,unhingedbeauty,"Aug 11, 2019",<3,Reply
AESTHETICS,unhingedbeauty,"Aug 11, 2019",Gorgeous😩❤️,Reply
AESTHETICS,unhingedbeauty,"Aug 11, 2019",Yesss,Reply
AESTHETICS,unhingedbeauty,"Aug 11, 2019",Wowww,Reply
AESTHETICS,unhingedbeauty,"Aug 11, 2019",Ahhh,Reply
AESTHETICS,unhingedbeauty,"Aug 11, 2019",Ooohp,Reply
AESTHETICS,unhingedbeauty,"Aug 11, 2019",SO MUCH HALSEY AHHH MY QUEEN <3  OOOH IMAGINE DRAGONS AWESOME!  TAYLOR SWIFT YES!,Reply
AESTHETICS,unhingedbeauty,"Aug 11, 2019",Ooooh,Reply
AESTHETICS,unhingedbeauty,"Aug 11, 2019",👌🏼,Reply
AESTHETICS,unhingedbeauty,"Aug 11, 2019","Also, I suck at names and it takes me a while to memorize who is in what house, so I'll be back to this flow chart quite often 😅.",Reply
AESTHETICS,unhingedbeauty,"Aug 11, 2019",Wow the effort it took to plan all this is remarkable <3.,Reply
AESTHETICS,LettyLuc,"Aug 09, 2019",This is my house,1 Reply
AESTHETICS,Cosmic_Harmony,"Aug 08, 2019","Wow. Even though I didn't read it yet, It makes reading it more precise because of deep words and fantastic cast and plots.",1 Reply
AESTHETICS,steamednoodlesss,"Aug 03, 2019",haha i already read my books like this,Reply
AESTHETICS,steamednoodlesss,"Aug 03, 2019",wowowowowowow,Reply
AESTHETICS,guacardo,"Jul 30, 2019",oh hell yes,Reply
AESTHETICS,1-800-jezus,"Jul 27, 2019",Tytos is barn owls,Reply
AESTHETICS,moonandstarsishy,"Jul 24, 2019",Gorgeous!,1 Reply
AESTHETICS,moonandstarsishy,"Jul 24, 2019",Ooooh this is gorgeous,Reply
AESTHETICS,moonandstarsishy,"Jul 24, 2019",WOW,Reply
AESTHETICS,moonandstarsishy,"Jul 24, 2019",STUNNING,Reply
AESTHETICS,moonandstarsishy,"Jul 24, 2019",Of course!,Reply
AESTHETICS,anubis_chronus,"Jul 19, 2019",Me like likeee likeeee❤[k pop reference],Reply
AESTHETICS,anubis_chronus,"Jul 19, 2019",This is amazing ! I love it already i just hope there is romanceeee ❤👌,1 Reply
AESTHETICS,lovelyllelow,"Jun 26, 2019",This is my house now.,1 Reply
AESTHETICS,Agatha-TheNobody,"Jun 25, 2019",But Idk I love this the most ❤😍😭,Reply
AESTHETICS,Agatha-TheNobody,"Jun 25, 2019",What WOW,Reply
AESTHETICS,Agatha-TheNobody,"Jun 25, 2019",Love this quote ❤😍,Reply
AESTHETICS,Agatha-TheNobody,"Jun 25, 2019",This is so pretty 😍❤,Reply
AESTHETICS,berridanna,"Jun 20, 2019",OMGGGGGG YES,Reply
AESTHETICS,BookGirl_xoxo,"Jun 20, 2019",The aesthetics of all the houses are so elegant and stunning!💕,Reply
AESTHETICS,seatrails,"Jun 14, 2019",this is crafted so nicely! im excited!,Reply
AESTHETICS,Magsnotmugs,"May 29, 2019","Not gonna lie, at first glance I read the last one as ‘Ratatouille’",3 Replies
AESTHETICS,sexy_pxxpstar,"May 27, 2019",I guess we found Billie Eilish's house?,1 Reply
AESTHETICS,sunflowerlies,"May 20, 2019",Please add power is power to the playlist it will suit cog so we'll!,Reply
AESTHETICS,GloomySushiRoll,"May 20, 2019",My gothic arse was prepared for this,1 Reply
AESTHETICS,FireFairyPrincess05,"May 13, 2019",I'm totally love this house😅,Reply
AESTHETICS,inkstainsmyhand,"Apr 17, 2019",If you think I'm about to make a playlist with these songs just to listen to whilst reading... Then you are absolutely correct and I'll see you in a bit,1 Reply
AESTHETICS,-,"Apr 16, 2019", #greenistheneweverything,Reply
AESTHETICS,MILK_n_KOOKIES,"Apr 02, 2019",A lot of H*lsey,Reply
AESTHETICS,grabthemonets,"Mar 18, 2019",stunning.,1 Reply
AESTHETICS,aurynofthemyscira,"Mar 09, 2019",Ravenclaw totally,3 Replies
AESTHETICS,TheRulerOfTartarus,"Mar 08, 2019","Ack,I can't pick my favourite",1 Reply
AESTHETICS,TheRulerOfTartarus,"Mar 08, 2019",It's so pretty,1 Reply
AESTHETICS,TheRulerOfTartarus,"Mar 08, 2019",This is intriguing,1 Reply
AESTHETICS,Beepbeephello,"Mar 01, 2019",Damn this is sl cool,1 Reply
AESTHETICS,_JustAnotherIdiot,"Feb 21, 2019",Ben CoCkS,1 Reply
AESTHETICS,AntonAllie98,"Feb 18, 2019",Woah!!! Go the Emmerson family hahaha sorry I’m an Emmerson,1 Reply
AESTHETICS,vol-31,"Feb 14, 2019",guess who found their house? me,1 Reply
AESTHETICS,KweenKlara,"Feb 09, 2019",Safe and sound is perfect!,1 Reply
AESTHETICS,amarvelsociety,"Feb 03, 2019",How can this be so perfect?!!,Reply
AESTHETICS,bitteur,"Jan 19, 2019",😍😍😍😍,1 Reply
AESTHETICS,bitteur,"Jan 19, 2019",GORGEOUS,Reply
AESTHETICS,bitteur,"Jan 19, 2019",😍😍😍,Reply
AESTHETICS,shamavad123,"Jan 11, 2019",Love this quote!!!,Reply
AESTHETICS,shamavad123,"Jan 11, 2019",Pretty sure I'm a mix of Tremayne and Valmont,Reply
AESTHETICS,a_little_disguised,"Jan 07, 2019",This is my aesthetic,Reply
AESTHETICS,a_little_disguised,"Jan 07, 2019",This is my aesthetic,Reply
AESTHETICS,annacaatherine_,"Jan 01, 2019",teach me how to make aesthetically pleasing stuff 😭,Reply
AESTHETICS,annacaatherine_,"Jan 01, 2019",this is so appealing?!?!?,Reply
AESTHETICS,annacaatherine_,"Jan 01, 2019",this is my new wallpaper ngl,Reply
AESTHETICS,annacaatherine_,"Jan 01, 2019",oh my god,Reply
AESTHETICS,annacaatherine_,"Jan 01, 2019",!! this !!,Reply
AESTHETICS,ROSESCOMEDOWN,"Dec 31, 2018",HALSEY YASSSSSS,Reply
AESTHETICS,ceenamon,"Dec 28, 2018",i can't even choose which one is my fav!!!! they're all amazing,1 Reply
AESTHETICS,ceenamon,"Dec 28, 2018",i love the aesthetics!!!! 😍,Reply
AESTHETICS,newbrokenscene11,"Dec 22, 2018",IM SORRY I HAD TO,Reply
AESTHETICS,newbrokenscene11,"Dec 22, 2018",my... anus????,Reply
AESTHETICS,-sunflowerperks,"Dec 17, 2018",I love this one too though😭,Reply
AESTHETICS,-sunflowerperks,"Dec 17, 2018",Lowkey feels like Slytherin house. MY HOUSE IM HOME,Reply
AESTHETICS,-sunflowerperks,"Dec 17, 2018",I know about nine of these songs and for some reason that makes me so proud😭,1 Reply
AESTHETICS,-sunflowerperks,"Dec 17, 2018",RIP 2 MY YOUTH AND YOU CAN CALL THIS THE FUNERALLLL.,Reply
AESTHETICS,-sunflowerperks,"Dec 17, 2018",This is so neat,Reply
AESTHETICS,Yellowtowelz,"Dec 06, 2018",ugh these are all so AESTHETICALLY PLEASING,Reply
AESTHETICS,Yellowtowelz,"Dec 06, 2018",me like,Reply
AESTHETICS,Yellowtowelz,"Dec 06, 2018",u have earned my respect (even tho u already had it),1 Reply
AESTHETICS,brodyisemo,"Dec 04, 2018",i love this so much,1 Reply
AESTHETICS,MahiraJane,"Dec 01, 2018","The Hufflepuff this is so cute and beautiful, I'm going to like them but probably not stand for them",Reply
AESTHETICS,MahiraJane,"Dec 01, 2018","*Looks proudly at my WattPad* Well, looks like we don't have to change a thin",1 Reply
AESTHETICS,RiverTine,"Nov 30, 2018",My house dudes,Reply
AESTHETICS,itsrennie,"Nov 25, 2018",*does so*,Reply
AESTHETICS,Michael-Sorbello,"Nov 19, 2018",Color makes them easier to remember (:,Reply
AESTHETICS,fakejuliet,"Nov 18, 2018",My fave,Reply
AESTHETICS,fakejuliet,"Nov 18, 2018",I totally get GoT feels rn!! So excited to read,Reply
AESTHETICS,AudenNyxOctavious,"Nov 16, 2018","Okay, they scare me 😂",Reply
AESTHETICS,NoNoNopeNoNo,"Nov 14, 2018",Not going to lie I just spent ten minutes making a spotify playlist 😂,2 Replies
AESTHETICS,ROSESCOMEDOWN,"Nov 12, 2018",Goddamn,Reply
AESTHETICS,Midnight_Phantom18,"Nov 08, 2018",I love the aesthetics they're all GORGEOUS!!💙💚 and the quotes on them 😍😍,2 Replies
AESTHETICS,4llyxox,"Oct 28, 2018","Hmmm okay, I know who she is",Reply
AESTHETICS,RAINEyowww,"Oct 17, 2018",I really love this color :),Reply
AESTHETICS,RAINEyowww,"Oct 17, 2018",OMG! Some of the songs are also in my playlist!!,Reply
AESTHETICS,AwkwardGirl2016,"Oct 16, 2018",How do y'all do this its so pretty,1 Reply
AESTHETICS,Armyizlife,"Oct 14, 2018","INTELLIGENCE, sign me in.",Reply
AESTHETICS,Noodlehead_,"Oct 07, 2018",You worked really hard on this! Its so amazing,1 Reply
AESTHETICS,kittydylan,"Sep 30, 2018",I am already in love♥🔥♥,Reply
AESTHETICS,VolcanicDaisy,"Sep 27, 2018",What?! How could you?,Reply
AESTHETICS,VolcanicDaisy,"Sep 27, 2018",Speechless,Reply
AESTHETICS,VolcanicDaisy,"Sep 27, 2018",Great,Reply
AESTHETICS,VolcanicDaisy,"Sep 27, 2018",Lovely,Reply
AESTHETICS,VolcanicDaisy,"Sep 27, 2018",Beautiful,Reply
AESTHETICS,VolcanicDaisy,"Sep 27, 2018",LOVE this,Reply
AESTHETICS,yaywitharose,"Sep 26, 2018",✨✨,Reply
AESTHETICS,stellardrone,"Sep 25, 2018","This is really one of my favourite aesthetics, it's so cool!",Reply
AESTHETICS,stellardrone,"Sep 25, 2018","This is not really my favourite aesthetic. I think the colors don't really match, or is that just me?",Reply
AESTHETICS,_loverose,"Sep 20, 2018",gorgeous aesthetics 💕,Reply
AESTHETICS,forevermykelle,"Sep 18, 2018",I know the first song. That's it.,Reply
AESTHETICS,-,"Sep 16, 2018",Slytherin⚕,Reply
AESTHETICS,-,"Sep 16, 2018",^ stole my words,Reply
AESTHETICS,StarsNDSkies,"Sep 15, 2018",My house... definitely..❤❤,Reply
AESTHETICS,-,"Sep 13, 2018",I see a lot of Halsey and I love you for that waaahh,Reply
AESTHETICS,hazelwrites13,"Sep 09, 2018","i see taylor swift and halsey, i stan",1 Reply
AESTHETICS,kylalynnwrites,"Sep 07, 2018",It's the song choices that tell me this is gonna be a good book. And I'm hyped,1 Reply
AESTHETICS,-,"Sep 02, 2018",wow love the aesthetics,Reply
AESTHETICS,inkflows,"Sep 02, 2018",Beautiful *gasps with amazement*,Reply
AESTHETICS,Udonmeanit,"Sep 01, 2018",Love this house😍,Reply
AESTHETICS,Udonmeanit,"Sep 01, 2018","Well, Well, Well...something new..ayt",Reply
AESTHETICS,stellardrone,"Aug 30, 2018","Wow!  YOur aesthetics are really beautifull. At this point i'm trying to pin every single picture in it, on my pinterest board xD",1 Reply
AESTHETICS,cometworks,"Aug 19, 2018",usually family trees are difficult to understand bc the bulk of the ones i’ve seen are so cluttered with information! but the way you’ve presented yours is so clear & simple!!,1 Reply
AESTHETICS,lostchildofWakanda,"Aug 14, 2018",I'm so excited about this Eeeeeeeeeeee,1 Reply
AESTHETICS,ddreamdollie,"Aug 13, 2018",No one spoke about this.. but it feels more like a fcccking WITCHER,Reply
AESTHETICS,Pennywithaney,"Aug 12, 2018",Green! 💚💚💚,Reply
AESTHETICS,Pennywithaney,"Aug 12, 2018",I love this thing,Reply
AESTHETICS,Pennywithaney,"Aug 12, 2018",Omggggggg I had no idea this was a thing,1 Reply
AESTHETICS,geminigh,"Jul 31, 2018",I lied this is my favourite,Reply
AESTHETICS,geminigh,"Jul 31, 2018",my favourite one so far,Reply
AESTHETICS,geminigh,"Jul 31, 2018",i listened as i read. so nice.,Reply
AESTHETICS,rosenthals,"Jul 24, 2018",beautiful,Reply
AESTHETICS,rosenthals,"Jul 24, 2018",i love this,Reply
AESTHETICS,amiwoo,"Jul 23, 2018",amity faction,Reply
AESTHETICS,amiwoo,"Jul 23, 2018",stars... this has to be my house,Reply
AESTHETICS,amiwoo,"Jul 23, 2018",so beautiful,Reply
AESTHETICS,amiwoo,"Jul 23, 2018",WAIT this is definitely my house,Reply
AESTHETICS,amiwoo,"Jul 23, 2018",wait this is my house,Reply
AESTHETICS,amiwoo,"Jul 23, 2018",this is my house,Reply
AESTHETICS,amiwoo,"Jul 23, 2018",this is my house,Reply
AESTHETICS,amiwoo,"Jul 23, 2018",I already do this hehe,Reply
AESTHETICS,dxriangray,"Jul 18, 2018",When I first read this I was like yeah cool name but now when I see the name Valmont I legit scream because of OUR HIGH KING,1 Reply
AESTHETICS,Silver-Word,"Jul 17, 2018",Were they kind before? I doubt it.,Reply
AESTHETICS,Avery_Underwood,"Jul 13, 2018",Loving the way you organise this,Reply
AESTHETICS,Avery_Underwood,"Jul 13, 2018",I was actually listening to this song as I read this,Reply
AESTHETICS,yomnaameer,"Jul 08, 2018",gosh...  they are very very beautiful,2 Replies
AESTHETICS,GoldenShandrie28029,"Jul 06, 2018",Damn,Reply
AESTHETICS,antisociallaila,"Jul 06, 2018",I love this one,Reply
AESTHETICS,denxument,"Jul 05, 2018",OHHH ALL OF THE AESTHETICS ARE SO PRETTTYYY,Reply
AESTHETICS,denxument,"Jul 05, 2018",that’s detailed oof I have to admire all this effort,Reply
AESTHETICS,BananaZurc,"Jul 03, 2018",I don't know which house to choose 😱,Reply
AESTHETICS,BananaZurc,"Jul 03, 2018",This moodboard reminds me of Clary 😍,Reply
AESTHETICS,BananaZurc,"Jul 03, 2018",What will you do with a high dynasty when you're all alone? I'd rather have a simple dynasty,Reply
AESTHETICS,BananaZurc,"Jul 03, 2018",I think I'm gonna read this book' Red Queen' 🤔,1 Reply
AESTHETICS,dxriangray,"Jul 02, 2018",The effort you put in this entire story is UNBELIEVABLE,1 Reply
AESTHETICS,olympuses,"Jun 20, 2018",Your aesthetics make me undeniably happy u g h,Reply
AESTHETICS,hiddenlikemoon,"Jun 19, 2018",I have no idea which one is my favorite.,Reply
AESTHETICS,hiddenlikemoon,"Jun 19, 2018",ALL THIESE ARE SO PRETTY WOAH,Reply
AESTHETICS,hiddenlikemoon,"Jun 19, 2018",I love aesthetics like these,Reply
AESTHETICS,hiddenlikemoon,"Jun 19, 2018",CASTLE IS THE PERFECT SONG FOR THIS,Reply
AESTHETICS,boimccall,"Jun 14, 2018",I am completely satisfied to say that this playlist is an absolute bOP,Reply
AESTHETICS,ayanna-was-here,"Jun 08, 2018",MY EYES HAVE BEEN TRULY BLESSED 😍,1 Reply
AESTHETICS,Aeir_11,"Jun 07, 2018",It’s so beautiful,Reply
AESTHETICS,Aeir_11,"Jun 07, 2018",My favourite,Reply
AESTHETICS,Aeir_11,"Jun 07, 2018",Love the roses :),Reply
AESTHETICS,Aeir_11,"Jun 07, 2018",This is amazing,Reply
AESTHETICS,Aeir_11,"Jun 07, 2018",The amount of effort and thought you put into this is incredible!,Reply
AESTHETICS,Aeir_11,"Jun 07, 2018",Woah,Reply
AESTHETICS,WintersWoe,"Jun 04, 2018",These are amazing oh my god,Reply
AESTHETICS,CookiesnCream133,"May 29, 2018",This comment may be offensive. Holy shit these are fucking gold😍😍🔥🔥😭,1 Reply
AESTHETICS,poetic-photographers,"May 18, 2018",How do you do that?,1 Reply
AESTHETICS,WasanElbadri,"May 18, 2018",Red Queen 😍,Reply
AESTHETICS,godavariflowsby,"May 11, 2018",Thinking if Ruby Senpai's secrets and spoilers can be tickled out of her...,2 Replies
AESTHETICS,lowkeyloki__,"May 08, 2018",Mare hiiiii,1 Reply
AESTHETICS,freckledtears,"May 04, 2018","honestly, i feel for this one",1 Reply
AESTHETICS,freckledtears,"May 04, 2018","damn, why do i like this one best? is it the black aesthetic..? it's the black aesthetic.",1 Reply
AESTHETICS,Phorkedel,"Apr 24, 2018",Zhoobie Woobie,Reply
AESTHETICS,Obsessed_With_Book,"Apr 21, 2018",That lion looks like the talking one from The Chronicles of Narnia. What's his name?,2 Replies
AESTHETICS,Obsessed_With_Book,"Apr 21, 2018",The aesthetics in this book and the quotes are so good. My heart is collapsing,Reply
AESTHETICS,Obsessed_With_Book,"Apr 21, 2018",@rubyruins you are now the Queen of Aesthetics!! As hail the Queen!!!,Reply
AESTHETICS,Obsessed_With_Book,"Apr 21, 2018",RED QUEEN!!!!!!!,Reply
AESTHETICS,nipslipss,"Apr 04, 2018",Damn,Reply
AESTHETICS,nipslipss,"Apr 04, 2018",Ooo betch,Reply
AESTHETICS,nipslipss,"Apr 04, 2018",Sure,Reply
AESTHETICS,nipslipss,"Apr 04, 2018",This is so well organised I love it,Reply
AESTHETICS,nipslipss,"Apr 04, 2018",Ooo so cool,Reply
AESTHETICS,waijitrainee,"Mar 31, 2018",Okay but i already into this book rn,Reply
AESTHETICS,kiwiwhore,"Mar 23, 2018",I love it,Reply
AESTHETICS,kiwiwhore,"Mar 23, 2018",I LOVE YOUR TASTE IN MUSIC!,Reply
AESTHETICS,kiwiwhore,"Mar 23, 2018",wow you're amazing,Reply
AESTHETICS,LO-V-ER,"Mar 17, 2018",This is so dark and mysterious and alluring 😍😍,1 Reply
AESTHETICS,PageTurnerFantasy,"Feb 24, 2018",Oh my my my love your song choice,1 Reply
AESTHETICS,NotSoLovableLily,"Feb 19, 2018","Oml the atheistic is to die for, I legit had to take a picture of each house",Reply
AESTHETICS,NotSoLovableLily,"Feb 19, 2018",RED QUEEN IS THAT YOUUU?,Reply
AESTHETICS,galaxial_dust,"Jan 28, 2018",RED QUEEN,Reply
AESTHETICS,galaxial_dust,"Jan 28, 2018",Omg i knew i heard this somewhere,14 Replies
AESTHETICS,willowwhisps,"Jan 18, 2018",the effort you put in providing graphics and aesthetic content is amazing and so inspiring!,1 Reply
AESTHETICS,willowwhisps,"Jan 18, 2018",How did you create this? It looks so professional!,2 Replies
AESTHETICS,halimalfoy,"Jan 07, 2018",✨✨💯💯💯,1 Reply
AESTHETICS,AideanCampbell,"Jan 07, 2018",These are pretty well done and breathtakingly beautiful :DD,1 Reply
AESTHETICS,chocolateaddict17,"Jan 07, 2018",HALSEY <3,1 Reply
AESTHETICS,mahithakr,"Jan 05, 2018",I LOVE THESE WTH,Reply
AESTHETICS,mahithakr,"Jan 05, 2018",SO MUCH HALSEY I LOVE IT,5 Replies
AESTHETICS,ideoIogies,"Jan 03, 2018",love thissssssss,Reply
AESTHETICS,ideoIogies,"Jan 03, 2018",you did so much work and i applaud you along with a standing ovation,Reply
AESTHETICS,ideoIogies,"Jan 03, 2018",wow!!,Reply
AESTHETICS,ideoIogies,"Jan 03, 2018",oh my goshhh okay maybe this is ravenclaw?? idk idk idk BUT I LOVE THISSS,1 Reply
AESTHETICS,ideoIogies,"Jan 03, 2018","okay this is my house, it's like ravenclaw omg  #RAVENCLAWFORLIFE",1 Reply
AESTHETICS,ideoIogies,"Jan 03, 2018",absolutely LOVE this colour theme,1 Reply
AESTHETICS,ideoIogies,"Jan 03, 2018",oh my,Reply
AESTHETICS,ideoIogies,"Jan 03, 2018","so whimsical, so LOVELY",Reply
AESTHETICS,ideoIogies,"Jan 03, 2018",YES THESE SONGS YES YES YES,1 Reply
AESTHETICS,ideoIogies,"Jan 03, 2018",woah!!,Reply
AESTHETICS,ideoIogies,"Jan 03, 2018",such hard work and devotion!! wow,Reply
AESTHETICS,magdaIene,"Jan 02, 2018",oh my god i applaud u that mustve taken a lot of time and effort to do,Reply
AESTHETICS,EerieSky,"Dec 31, 2017","My house. Relatable on the temperature part, intelligent if you don't count my skills in math, and always aiming to have more bucks on my backdoor.",1 Reply
AESTHETICS,euterpes,"Dec 29, 2017",those aesthetics are so very lovely (the colors!!).,1 Reply
AESTHETICS,dobrienly,"Dec 24, 2017",these are all gorgeous omfg,1 Reply
AESTHETICS,Triggerd22,"Dec 23, 2017",My heart in one picture,1 Reply
AESTHETICS,Triggerd22,"Dec 23, 2017",Ok narnia,1 Reply
AESTHETICS,-lovealwaystatiana,"Dec 21, 2017",my peoples,Reply
AESTHETICS,-,"Dec 21, 2017",OH WOULD YOU LOOK THAT,Reply
AESTHETICS,-,"Dec 21, 2017",Slytherin asf,3 Replies
AESTHETICS,-,"Dec 21, 2017",TOTALLY MY HOUSE,Reply
AESTHETICS,-,"Dec 21, 2017",My house,1 Reply
AESTHETICS,-,"Dec 21, 2017","""Anyone can betray anyone""",1 Reply
AESTHETICS,silentlywhispering,"Dec 18, 2017",I HAVE A FEELING THIS IS MY HOUSE,1 Reply
AESTHETICS,silentlywhispering,"Dec 18, 2017",OH MY GOD MOST OF THESE ARE MY FAVORITE SONGS,2 Replies
AESTHETICS,sarcasmfuckingrules,"Dec 17, 2017",Red Queen 🎉❤️❤️❤️,1 Reply
AESTHETICS,ella_officially,"Dec 14, 2017",This reminds me of Slytherin.,1 Reply
AESTHETICS,Skullbombraging,"Dec 12, 2017",A E S T H E T I C,Reply
AESTHETICS,WhenUKnowMe,"Dec 08, 2017",Its not loading,7 Replies
AESTHETICS,Achu2911,"Dec 08, 2017",Breathtaking. Just love it.,Reply
AESTHETICS,Achu2911,"Dec 08, 2017",Completely agree with the above.,Reply
AESTHETICS,Achu2911,"Dec 08, 2017",Yeah. Just like the Phoenix.,1 Reply
AESTHETICS,Achu2911,"Dec 08, 2017",Awesome!,Reply
AESTHETICS,Achu2911,"Dec 08, 2017",This is so beautiful!,1 Reply
AESTHETICS,chaotichearts-,"Dec 06, 2017",Choices anyone?,21 Replies
AESTHETICS,amateurinresidence,"Dec 05, 2017",MY BIRTHSTONEEEE,1 Reply
AESTHETICS,amateurinresidence,"Dec 05, 2017",Awe inspiring,1 Reply
AESTHETICS,contemplation-,"Nov 23, 2017",fck these aesthetics are slaying my life,2 Replies
AESTHETICS,contemplation-,"Nov 23, 2017",this is amazing wowowow,Reply
AESTHETICS,sensibae,"Nov 15, 2017",loving the green lmao,1 Reply
AESTHETICS,sensibae,"Nov 15, 2017",hey what program did you use for the chart?,1 Reply
AESTHETICS,sensibae,"Nov 15, 2017",ok wowow this is so creative im,1 Reply
AESTHETICS,goldfyres,"Nov 12, 2017",Ayee,Reply
AESTHETICS,goldfyres,"Nov 12, 2017",Oh my god!! This is soo good,1 Reply
AESTHETICS,goldfyres,"Nov 12, 2017",I’m in love,Reply
AESTHETICS,fschrstars,"Nov 12, 2017","I'm going to side with them, I feel home with these words lmao",1 Reply
AESTHETICS,movedonsis,"Nov 11, 2017",This comment may be offensive. these are tight as fuck,1 Reply
AESTHETICS,collaterals,"Nov 08, 2017",OMFG YOUR AESTHETICS ARE GREAT. I'M IN LOVE,2 Replies
AESTHETICS,collaterals,"Nov 08, 2017",Phoenix,4 Replies
AESTHETICS,collaterals,"Nov 08, 2017","Ok so many Halsey songs, this is pure gold",2 Replies
AESTHETICS,Leannea,"Nov 05, 2017",beautiful visuals!,1 Reply
AESTHETICS,offtojupiter,"Nov 03, 2017",THIS BOOK IS AWESOME!!!,Reply
AESTHETICS,kjane15,"Oct 31, 2017",does this have a playlist on Spotify??,1 Reply
AESTHETICS,reverielles,"Oct 30, 2017",OH MA GUDNESS THIS IS MY FAVE ❤️❤️❤️,1 Reply
AESTHETICS,reverielles,"Oct 30, 2017",YOU KNOW WHAT? I LOVE ALL OF THEM TBH,1 Reply
AESTHETICS,reverielles,"Oct 30, 2017",ACTUALLY I LIKE THIS ONE BETTER,1 Reply
AESTHETICS,reverielles,"Oct 30, 2017",THIS IS MY KIND OF HOUSE,1 Reply
AESTHETICS,PluckThatPeach,"Oct 29, 2017",SAFE AND SOUNDDDDD,4 Replies
AESTHETICS,PluckThatPeach,"Oct 29, 2017",IS IT TOO LATE TO APOLOGIZE,Reply
AESTHETICS,PluckThatPeach,"Oct 29, 2017",ALLL OF ME LOVES ALL OF YOU,1 Reply
AESTHETICS,Elle-CR,"Oct 19, 2017",I love so many of the songs on this list!!,1 Reply
